[00:00:23] [Server thread/INFO]: Singularity7k issued server command: /locate
[00:02:50] [Server thread/INFO]: Singularity7k issued server command: /minecraft:locate structure #better_pyramid:ancient_city
[00:02:51] [Server thread/INFO]: Locating element #better_pyramid:ancient_city (minecraft:ancient_city) took 1232 ms
[00:02:57] [Server thread/INFO]: Singularity7k issued server command: /tp @s 2048 ~ -1728
[00:02:58] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'towns_and_towers:village_forest' in chunk [123, -117], discarding
[00:04:56] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [107, 5, -91]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[00:04:56] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [107, 3, -90]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[00:04:56] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [107, 4, -90]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[00:04:56] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [107, 5, -90]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[00:04:56] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [107, 3, -89]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[00:04:56] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [107, 4, -89]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[00:04:56] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [107, 5, -89]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[00:04:56] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [107, 3, -88]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[00:04:56] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [107, 4, -88]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[00:04:56] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [107, 5, -88]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[00:04:58] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [106, 3, -91]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[00:04:58] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [106, 4, -91]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[00:04:58] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [106, 5, -91]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[00:04:58] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [106, 3, -90]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[00:04:58] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [106, 4, -90]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[00:04:58] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [106, 5, -90]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[00:04:58] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [106, 3, -89]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[00:04:58] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [106, 4, -89]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[00:04:58] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [106, 5, -89]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[00:04:58] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [106, 3, -88]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[00:04:58] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [106, 4, -88]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[00:04:58] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [106, 5, -88]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[00:05:01] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [105, 3, -91]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[00:05:01] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [105, 4, -91]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[00:05:01] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [105, 5, -91]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[00:05:01] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [105, 3, -90]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[00:05:01] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [105, 4, -90]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[00:05:01] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [105, 5, -90]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[00:05:01] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [105, 3, -89]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[00:05:01] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [105, 4, -89]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[00:05:01] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [105, 5, -89]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[00:05:01] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [105, 3, -88]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[00:05:01] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [105, 4, -88]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[00:05:01] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [105, 5, -88]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[00:05:02] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [104, 3, -91]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[00:05:02] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [104, 4, -91]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[00:05:02] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [104, 5, -91]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[00:05:02] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [104, 3, -90]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[00:05:02] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [104, 4, -90]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[00:05:02] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [104, 5, -90]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[00:05:02] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [104, 3, -89]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[00:05:02] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [104, 4, -89]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[00:05:02] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [104, 5, -89]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[00:05:07] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'towns_and_towers:village_forest' in chunk [112, -127], discarding
[00:05:09] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'towns_and_towers:village_forest' in chunk [112, -128], discarding
[00:05:09] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'towns_and_towers:village_forest' in chunk [112, -129], discarding
[00:05:09] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'towns_and_towers:village_forest' in chunk [113, -129], discarding
[00:05:09] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'towns_and_towers:village_forest' in chunk [114, -129], discarding
[00:05:09] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'towns_and_towers:village_forest' in chunk [115, -129], discarding
[00:05:09] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'towns_and_towers:village_forest' in chunk [116, -129], discarding
[00:05:09] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'towns_and_towers:village_forest' in chunk [117, -129], discarding
[00:05:09] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'towns_and_towers:village_forest' in chunk [118, -129], discarding
[00:05:09] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'towns_and_towers:village_forest' in chunk [119, -129], discarding
[00:05:09] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'towns_and_towers:village_forest' in chunk [120, -129], discarding
[00:05:09] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'towns_and_towers:village_forest' in chunk [121, -129], discarding
[00:05:09] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'towns_and_towers:village_forest' in chunk [122, -129], discarding
[00:05:22] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'towns_and_towers:village_forest' in chunk [112, -130], discarding
[00:05:22] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'towns_and_towers:village_forest' in chunk [113, -130], discarding
[00:05:22] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'towns_and_towers:village_forest' in chunk [114, -130], discarding
[00:05:22] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'towns_and_towers:village_forest' in chunk [115, -130], discarding
[00:05:22] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'towns_and_towers:village_forest' in chunk [116, -130], discarding
[00:05:22] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'towns_and_towers:village_forest' in chunk [117, -130], discarding
[00:05:22] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'towns_and_towers:village_forest' in chunk [118, -130], discarding
[00:05:22] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'towns_and_towers:village_forest' in chunk [119, -130], discarding
[00:05:22] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'towns_and_towers:village_forest' in chunk [120, -130], discarding
[00:05:24] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'towns_and_towers:village_forest' in chunk [123, -129], discarding
[00:05:24] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'towns_and_towers:village_forest' in chunk [123, -130], discarding
[00:05:24] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'towns_and_towers:village_forest' in chunk [122, -130], discarding
[00:05:24] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'towns_and_towers:village_forest' in chunk [121, -130], discarding
[00:05:57] [Server thread/INFO]: Singularity7k has made the advancement [Sneak 100]
[00:07:07] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'towns_and_towers:village_forest' in chunk [123, -129], discarding
[00:07:07] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'towns_and_towers:village_forest' in chunk [123, -130], discarding
[00:07:07] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'towns_and_towers:village_forest' in chunk [122, -129], discarding
[00:07:07] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'towns_and_towers:village_forest' in chunk [122, -130], discarding
[00:07:07] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'towns_and_towers:village_forest' in chunk [121, -129], discarding
[00:07:07] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'towns_and_towers:village_forest' in chunk [121, -130], discarding
[00:07:07] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'towns_and_towers:village_forest' in chunk [120, -129], discarding
[00:07:07] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'towns_and_towers:village_forest' in chunk [120, -130], discarding
